2A,"Jayanagara 5th Block,JAYANAGARA 5TH BLOCK,BESIDE AIR WAAVE",12.9174407478,77.5835442636,"[77.5837743469,12.9237699229]"
2A,"Telephone Exchange,JAYANAGARA 4TH BLOCK,BESIDE BSNL OFFICE",12.9237699229,77.5837743469,"[77.58420959115,12.9284826437007]"
2A,"Jayanagara 4th Block,TTMC",12.9284826437,77.5842095912,"[77.5839063618,12.9317783285]"
2A,"Jayanagara 3rd Block,JAYANAGARA 3RD BLOCK,OPPOSITE OF UTL TECHNOLOGIS",12.9317783285,77.5839063618,"[77.5839236286,12.9361068271]"
2A,"Madavan Park,JAYANAGARA 3RD BLOCK,OPPOSITE OF ORIENTAL INSUARENCE",12.9361068271,77.5839236286,"[77.5799340103,12.9390512221]"
2A,"Vijaya College,BASAVANAGUDI,OPPOSITE OF INFORMATICS",12.9390512221,77.5799340103,"[77.5799635984,12.944399463]"
2A,"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS",12.944399463,77.5799635984,"[77.5798964898135,12.9495261854038]"
2A,"Lalbagh West Gate,V.V.PURAM,BESIDE HDFC BANK",12.9495261854,77.5798964898,"[77.5798819155073,12.9536740969716]"
2A,"Minarva Circle,V.V.PURAM",12.953674097,77.5798819155,"[77.5850038882,12.96354088]"
2A,"Town Hall,OPPOSITE OF RANI CHANNAMMA STATUE",12.96354088,77.5850038882,"[77.5864692125,12.9685279448]"
2A,"Corporation,CORPORATION,IN FRONT OF BANAPPA PARK",12.9685279448,77.5864692125,"[77.5824879762,12.972107688]"
2A,"Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB",12.972107688,77.5824879762,"[77.572342,12.978062]"
2A,Kempegowda Bus Station,12.978062,77.572342,"[77.5690436930723,12.9056105771291]"
2B,"Eliyas Nagar,ILYASA NAGARA,BESIDE M.S.MADEENA STORE",12.9056105771,77.5690436931,"[77.5713143963,12.907533925]"
2B,"Jn Of Ring Road,ILYAS NAGARA,BESIDE R.R.DIAGNOSTIC CENTER",12.907533925,77.5713143963,"[77.5776125399524,12.9064924294071]"
2B,"JPNagara 6th Phase,JP NAGARA 6TH PHASE,OPPOSITE OF THE BIG MARKET",12.9064924294,77.57761254,"[77.5856277850601,12.9071376264641]"
2B,"JP Nagara 15th Cross,JP NAGARA 2ND PHASE,BESIDE CELL CITY",12.9071376265,77.5856277851,"[77.5856779609,12.9111515544]"
2B,"RVDental College,JP NAGARA 1ST PHASE,BESIDE R.V.COLLEGE",12.9111515544,77.5856779609,"[77.5856925454,12.9153368901]"
2B,"Marenahalli,JP NAGARA 1ST PHASE,BESIDE 3M CAR CARE",12.9153368901,77.5856925454,"[77.5835442636,12.9174407478]"
2B,"Jayanagara 5th Block,JAYANAGARA 5TH BLOCK,BESIDE AIR WAAVE",12.9174407478,77.5835442636,"[77.5837743469,12.9237699229]"
2B,"Telephone Exchange,JAYANAGARA 4TH BLOCK,BESIDE BSNL OFFICE",12.9237699229,77.5837743469,"[77.58420959115,12.9284826437007]"
2B,"Jayanagara 4th Block,TTMC",12.9284826437,77.5842095912,"[77.5839063618,12.9317783285]"
2B,"Jayanagara 3rd Block,JAYANAGARA 3RD BLOCK,OPPOSITE OF UTL TECHNOLOGIS",12.9317783285,77.5839063618,"[77.5839236286,12.9361068271]"
2B,"Madavan Park,JAYANAGARA 3RD BLOCK,OPPOSITE OF ORIENTAL INSUARENCE",12.9361068271,77.5839236286,"[77.5799340103,12.9390512221]"
2B,"Vijaya College,BASAVANAGUDI,OPPOSITE OF INFORMATICS",12.9390512221,77.5799340103,"[77.5799635984,12.944399463]"
2B,"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS",12.944399463,77.5799635984,"[77.5798964898135,12.9495261854038]"
2B,"Lalbagh West Gate,V.V.PURAM,BESIDE HDFC BANK",12.9495261854,77.5798964898,"[77.5798819155073,12.9536740969716]"
2B,"Minarva Circle,V.V.PURAM",12.953674097,77.5798819155,"[77.5850038882,12.96354088]"
2B,"Town Hall,OPPOSITE OF RANI CHANNAMMA STATUE",12.96354088,77.5850038882,"[77.5864692125,12.9685279448]"
2B,"Corporation,CORPORATION,IN FRONT OF BANAPPA PARK",12.9685279448,77.5864692125,"[77.5824879762,12.972107688]"
2B,"Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB",12.972107688,77.5824879762,"[77.572342,12.978062]"
2B,Kempegowda Bus Station,12.978062,77.572342,"[77.5776125399524,12.9064924294071]"
2D,"JPNagara 6th Phase,JP NAGARA 6TH PHASE,OPPOSITE OF THE BIG MARKET",12.9064924294,77.57761254,"[77.5856277850601,12.9071376264641]"
2D,"JP Nagara 15th Cross,JP NAGARA 2ND PHASE,BESIDE CELL CITY",12.9071376265,77.5856277851,"[77.5856779609,12.9111515544]"
2D,"RVDental College,JP NAGARA 1ST PHASE,BESIDE R.V.COLLEGE",12.9111515544,77.5856779609,"[77.5856925454,12.9153368901]"
2D,"Marenahalli,JP NAGARA 1ST PHASE,BESIDE 3M CAR CARE",12.9153368901,77.5856925454,"[77.5835442636,12.9174407478]"
2D,"Jayanagara 5th Block,JAYANAGARA 5TH BLOCK,BESIDE AIR WAAVE",12.9174407478,77.5835442636,"[77.5837743469,12.9237699229]"
2D,"Telephone Exchange,JAYANAGARA 4TH BLOCK,BESIDE BSNL OFFICE",12.9237699229,77.5837743469,"[77.58420959115,12.9284826437007]"
2D,"Jayanagara 4th Block,TTMC",12.9284826437,77.5842095912,"[77.5839063618,12.9317783285]"
2D,"Jayanagara 3rd Block,JAYANAGARA 3RD BLOCK,OPPOSITE OF UTL TECHNOLOGIS",12.9317783285,77.5839063618,"[77.5839236286,12.9361068271]"
2D,"Madavan Park,JAYANAGARA 3RD BLOCK,OPPOSITE OF ORIENTAL INSUARENCE",12.9361068271,77.5839236286,"[77.5799340103,12.9390512221]"
2D,"Vijaya College,BASAVANAGUDI,OPPOSITE OF INFORMATICS",12.9390512221,77.5799340103,"[77.5799635984,12.944399463]"
2D,"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS",12.944399463,77.5799635984,"[77.5798964898135,12.9495261854038]"
2D,"Lalbagh West Gate,V.V.PURAM,BESIDE HDFC BANK",12.9495261854,77.5798964898,"[77.5798819155073,12.9536740969716]"
2D,"Minarva Circle,V.V.PURAM",12.953674097,77.5798819155,"[77.5850038882,12.96354088]"
2D,"Town Hall,OPPOSITE OF RANI CHANNAMMA STATUE",12.96354088,77.5850038882,"[77.5864692125,12.9685279448]"
2D,"Corporation,CORPORATION,IN FRONT OF BANAPPA PARK",12.9685279448,77.5864692125,"[77.5824879762,12.972107688]"
2D,"Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB",12.972107688,77.5824879762,"[77.5776125399524,12.9064924294071]"
2E,"JPNagara 6th Phase,JP NAGARA 6TH PHASE,OPPOSITE OF THE BIG MARKET",12.9064924294,77.57761254,"[77.5856277850601,12.9071376264641]"
2E,"JP Nagara 15th Cross,JP NAGARA 2ND PHASE,BESIDE CELL CITY",12.9071376265,77.5856277851,"[77.5856779609,12.9111515544]"
2E,"RVDental College,JP NAGARA 1ST PHASE,BESIDE R.V.COLLEGE",12.9111515544,77.5856779609,"[77.5856925454,12.9153368901]"
2E,"Marenahalli,JP NAGARA 1ST PHASE,BESIDE 3M CAR CARE",12.9153368901,77.5856925454,"[77.5835442636,12.9174407478]"
2E,"Jayanagara 5th Block,JAYANAGARA 5TH BLOCK,BESIDE AIR WAAVE",12.9174407478,77.5835442636,"[77.5837743469,12.9237699229]"
2E,"Telephone Exchange,JAYANAGARA 4TH BLOCK,BESIDE BSNL OFFICE",12.9237699229,77.5837743469,"[77.58420959115,12.9284826437007]"
2E,"Jayanagara 4th Block,TTMC",12.9284826437,77.5842095912,"[77.5839063618,12.9317783285]"
2E,"Jayanagara 3rd Block,JAYANAGARA 3RD BLOCK,OPPOSITE OF UTL TECHNOLOGIS",12.9317783285,77.5839063618,"[77.5839236286,12.9361068271]"
2E,"Madavan Park,JAYANAGARA 3RD BLOCK,OPPOSITE OF ORIENTAL INSUARENCE",12.9361068271,77.5839236286,"[77.5799340103,12.9390512221]"
2E,"Vijaya College,BASAVANAGUDI,OPPOSITE OF INFORMATICS",12.9390512221,77.5799340103,"[77.5799635984,12.944399463]"
2E,"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS",12.944399463,77.5799635984,"[77.5798964898135,12.9495261854038]"
2E,"Lalbagh West Gate,V.V.PURAM,BESIDE HDFC BANK",12.9495261854,77.5798964898,"[77.5798819155073,12.9536740969716]"
2E,"Minarva Circle,V.V.PURAM",12.953674097,77.5798819155,"[77.5850038882,12.96354088]"
2E,"Town Hall,OPPOSITE OF RANI CHANNAMMA STATUE",12.96354088,77.5850038882,"[77.5864692125,12.9685279448]"
2E,"Corporation,CORPORATION,IN FRONT OF BANAPPA PARK",12.9685279448,77.5864692125,"[77.5824879762,12.972107688]"
2E,"Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB",12.972107688,77.5824879762,"[77.572342,12.978062]"
2E,Kempegowda Bus Station,12.978062,77.572342,"[77.5894145295,12.9328476079]"
21,"Byrasandra,JAYANAGARA 1ST BLOCK,BESIDE AKKANDESHWARA SWAMY TEMPLE",12.9328476079,77.5894145295,"[77.5849452149,12.9374320898]"
21,"Rani Saraladevi School,JAYANAGARA 1ST BLOCK,BESIDE SATYASAI TOURS & TRAVELS",12.9374320898,77.5849452149,"[77.5848385133,12.9435617756]"
21,"Ashoka Pillar,JAYANAGARA 1ST BLOCK,OPPOSITE OF GOVT.CENTRAL PHARMACY",12.9435617756,77.5848385133,"[77.5799635984,12.944399463]"
21,"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS",12.944399463,77.5799635984,"[77.57402561,12.95850855]"
21,Makkalakoota,12.95850855,77.57402561,"[77.576347,12.960407]"
21,"Krishnarajendra Market,KR MARKET",12.960407,77.576347,"[77.5894145295,12.9328476079]"
22,"Byrasandra,JAYANAGARA 1ST BLOCK,BESIDE AKKANDESHWARA SWAMY TEMPLE",12.9328476079,77.5894145295,"[77.58420959115,12.9284826437007]"
22,"Jayanagara 4th Block,TTMC",12.9284826437,77.5842095912,"[77.5839063618,12.9317783285]"
22,"Jayanagara 3rd Block,JAYANAGARA 3RD BLOCK,OPPOSITE OF UTL TECHNOLOGIS",12.9317783285,77.5839063618,"[77.5839236286,12.9361068271]"
22,"Madavan Park,JAYANAGARA 3RD BLOCK,OPPOSITE OF ORIENTAL INSUARENCE",12.9361068271,77.5839236286,"[77.5849452149,12.9374320898]"
22,"Rani Saraladevi School,JAYANAGARA 1ST BLOCK,BESIDE SATYASAI TOURS & TRAVELS",12.9374320898,77.5849452149,"[77.5848385133,12.9435617756]"
22,"Ashoka Pillar,JAYANAGARA 1ST BLOCK,OPPOSITE OF GOVT.CENTRAL PHARMACY",12.9435617756,77.5848385133,"[77.5799635984,12.944399463]"
22,"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS",12.944399463,77.5799635984,"[77.5798964898135,12.9495261854038]"
22,"Lalbagh West Gate,V.V.PURAM,BESIDE HDFC BANK",12.9495261854,77.5798964898,"[77.5798819155073,12.9536740969716]"
22,"Minarva Circle,V.V.PURAM",12.953674097,77.5798819155,"[77.5850038882,12.96354088]"
22,"Town Hall,OPPOSITE OF RANI CHANNAMMA STATUE",12.96354088,77.5850038882,"[77.5864692125,12.9685279448]"
22,"Corporation,CORPORATION,IN FRONT OF BANAPPA PARK",12.9685279448,77.5864692125,"[77.5824879762,12.972107688]"
22,"Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB",12.972107688,77.5824879762,"[77.572342,12.978062]"
22,Kempegowda Bus Station,12.978062,77.572342,"[77.6002130061659,12.9070150474821]"
24E,"JP Nagara 3rd Phase,JP NAGARA 3RD PHASE,BESIDE H.D.F.C.BANK",12.9070150475,77.6002130062,"[77.5950978789,12.9098547902]"
24E,"Milk Booth,JP NAGARA 2ND PHASE,BESIDE NANDINI PARLOUR",12.9098547902,77.5950978789,"[77.5969113038296,12.9217955556828]"
24E,"Jayanagara Pump House,JAYANAGARA 9TH BLOCK,BESIDE SAINT MARY ENTERPRISES",12.9217955557,77.5969113038,"[77.5970395034122,12.9266364529931]"
24E,"Carmel Convent Jayanagara,JAYANAGARA 4TH T BLOCK,BESIDE THINK SPAN TECHNOLOGIES",12.926636453,77.5970395034,"[77.5924136515609,12.9269371964182]"
24E,"Jayanagara General Hospital,JAYANAGARA 4TH T BLOCK,RAJEEV GANDHI UNIVERSITY OF HEALTH",12.9269371964,77.5924136516,"[77.5876041867249,12.9279596029171]"
24E,"Church,JAYANAGARA 4TH T BLOCK,BESIDE POORNIMA CONVENTION",12.9279596029,77.5876041867,"[77.58420959115,12.9284826437007]"
24E,"Jayanagara 4th Block,TTMC",12.9284826437,77.5842095912,"[77.5839063618,12.9317783285]"
24E,"Jayanagara 3rd Block,JAYANAGARA 3RD BLOCK,OPPOSITE OF UTL TECHNOLOGIS",12.9317783285,77.5839063618,"[77.5839236286,12.9361068271]"
24E,"Madavan Park,JAYANAGARA 3RD BLOCK,OPPOSITE OF ORIENTAL INSUARENCE",12.9361068271,77.5839236286,"[77.5799340103,12.9390512221]"
24E,"Vijaya College,BASAVANAGUDI,OPPOSITE OF INFORMATICS",12.9390512221,77.5799340103,"[77.5799635984,12.944399463]"
24E,"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS",12.944399463,77.5799635984,"[77.57402561,12.95850855]"
24E,Makkalakoota,12.95850855,77.57402561,"[77.57527904,12.96161187]"
24E,Krishnarajendra Market,12.96161187,77.57527904,"[77.603704,12.908627]"
24H,Nayanappa Shettipalya,12.908627,77.603704,"[77.6002130061659,12.9070150474821]"
24H,"JP Nagara 3rd Phase,JP NAGARA 3RD PHASE,BESIDE H.D.F.C.BANK",12.9070150475,77.6002130062,"[77.5950978789,12.9098547902]"
24H,"Milk Booth,JP NAGARA 2ND PHASE,BESIDE NANDINI PARLOUR",12.9098547902,77.5950978789,"[77.5969113038296,12.9217955556828]"
24H,"Jayanagara Pump House,JAYANAGARA 9TH BLOCK,BESIDE SAINT MARY ENTERPRISES",12.9217955557,77.5969113038,"[77.5970395034122,12.9266364529931]"
24H,"Carmel Convent Jayanagara,JAYANAGARA 4TH T BLOCK,BESIDE THINK SPAN TECHNOLOGIES",12.926636453,77.5970395034,"[77.5924136515609,12.9269371964182]"
24H,"Jayanagara General Hospital,JAYANAGARA 4TH T BLOCK,RAJEEV GANDHI UNIVERSITY OF HEALTH",12.9269371964,77.5924136516,"[77.5876041867249,12.9279596029171]"
24H,"Church,JAYANAGARA 4TH T BLOCK,BESIDE POORNIMA CONVENTION",12.9279596029,77.5876041867,"[77.58420959115,12.9284826437007]"
24H,"Jayanagara 4th Block,TTMC",12.9284826437,77.5842095912,"[77.5839063618,12.9317783285]"
24H,"Jayanagara 3rd Block,JAYANAGARA 3RD BLOCK,OPPOSITE OF UTL TECHNOLOGIS",12.9317783285,77.5839063618,"[77.5839236286,12.9361068271]"
24H,"Madavan Park,JAYANAGARA 3RD BLOCK,OPPOSITE OF ORIENTAL INSUARENCE",12.9361068271,77.5839236286,"[77.5799340103,12.9390512221]"
24H,"Vijaya College,BASAVANAGUDI,OPPOSITE OF INFORMATICS",12.9390512221,77.5799340103,"[77.5799635984,12.944399463]"
24H,"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS",12.944399463,77.5799635984,"[77.57402561,12.95850855]"
24H,Makkalakoota,12.95850855,77.57402561,"[77.576347,12.960407]"
24H,"Krishnarajendra Market,KR MARKET",12.960407,77.576347,"[77.6110316254,12.9077279661]"
24N,"BTM Layout South,MADHESHWARA NAGARA,BESIDE BUS STOP",12.9077279661,77.6110316254,"[77.609999,12.913952]"
24N,BTM Layout 7th Main,12.913952,77.609999,"[77.608779,12.916535]"
24N,"Udupi Garden 16th Main,BTM Layout,Opp Axis Bank",12.916535,77.608779,"[77.6067753888095,12.9164504021527]"
24N,"BTM water Tank,BTM LAYOUT,OPPOSITE OF CORPORATION BANK",12.9164504022,77.6067753888,"[77.6043445058414,12.9164701153754]"
24N,"MICO Layout,BTM LAYOUT,IN FRONT OF METRIC STREAM",12.9164701154,77.6043445058,"[77.5950576739311,12.9175158544797]"
24N,"East End,Adjacent to Shekhar Hospital",12.9175158545,77.5950576739,"[77.5969113038296,12.9217955556828]"
24N,"Jayanagara Pump House,JAYANAGARA 9TH BLOCK,BESIDE SAINT MARY ENTERPRISES",12.9217955557,77.5969113038,"[77.5970395034122,12.9266364529931]"
24N,"Carmel Convent Jayanagara,JAYANAGARA 4TH T BLOCK,BESIDE THINK SPAN TECHNOLOGIES",12.926636453,77.5970395034,"[77.5924136515609,12.9269371964182]"
24N,"Jayanagara General Hospital,JAYANAGARA 4TH T BLOCK,RAJEEV GANDHI UNIVERSITY OF HEALTH",12.9269371964,77.5924136516,"[77.5876041867249,12.9279596029171]"
24N,"Church,JAYANAGARA 4TH T BLOCK,BESIDE POORNIMA CONVENTION",12.9279596029,77.5876041867,"[77.58420959115,12.9284826437007]"
24N,"Jayanagara 4th Block,TTMC",12.9284826437,77.5842095912,"[77.5839063618,12.9317783285]"
24N,"Jayanagara 3rd Block,JAYANAGARA 3RD BLOCK,OPPOSITE OF UTL TECHNOLOGIS",12.9317783285,77.5839063618,"[77.5839236286,12.9361068271]"
24N,"Madavan Park,JAYANAGARA 3RD BLOCK,OPPOSITE OF ORIENTAL INSUARENCE",12.9361068271,77.5839236286,"[77.5799340103,12.9390512221]"
24N,"Vijaya College,BASAVANAGUDI,OPPOSITE OF INFORMATICS",12.9390512221,77.5799340103,"[77.5799635984,12.944399463]"
24N,"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS",12.944399463,77.5799635984,"[77.57402561,12.95850855]"
24N,Makkalakoota,12.95850855,77.57402561,"[77.57527904,12.96161187]"
24N,Krishnarajendra Market,12.96161187,77.57527904,"[77.615991,12.916211]"
25,"BTM Layout,BTM Layout 2nd Stage,Kuvempunagara Bus Stand",12.916211,77.615991,"[77.608779,12.916535]"
25,"Udupi Garden 16th Main,BTM Layout,Opp Axis Bank",12.916535,77.608779,"[77.6067753888095,12.9164504021527]"
25,"BTM water Tank,BTM LAYOUT,OPPOSITE OF CORPORATION BANK",12.9164504022,77.6067753888,"[77.6043445058414,12.9164701153754]"
25,"MICO Layout,BTM LAYOUT,IN FRONT OF METRIC STREAM",12.9164701154,77.6043445058,"[77.5950576739311,12.9175158544797]"
25,"East End,Adjacent to Shekhar Hospital",12.9175158545,77.5950576739,"[77.5969113038296,12.9217955556828]"
25,"Jayanagara Pump House,JAYANAGARA 9TH BLOCK,BESIDE SAINT MARY ENTERPRISES",12.9217955557,77.5969113038,"[77.5970395034122,12.9266364529931]"
25,"Carmel Convent Jayanagara,JAYANAGARA 4TH T BLOCK,BESIDE THINK SPAN TECHNOLOGIES",12.926636453,77.5970395034,"[77.5924136515609,12.9269371964182]"
25,"Jayanagara General Hospital,JAYANAGARA 4TH T BLOCK,RAJEEV GANDHI UNIVERSITY OF HEALTH",12.9269371964,77.5924136516,"[77.5876041867249,12.9279596029171]"
25,"Church,JAYANAGARA 4TH T BLOCK,BESIDE POORNIMA CONVENTION",12.9279596029,77.5876041867,"[77.58420959115,12.9284826437007]"
25,"Jayanagara 4th Block,TTMC",12.9284826437,77.5842095912,"[77.5839063618,12.9317783285]"
25,"Jayanagara 3rd Block,JAYANAGARA 3RD BLOCK,OPPOSITE OF UTL TECHNOLOGIS",12.9317783285,77.5839063618,"[77.5839236286,12.9361068271]"
25,"Madavan Park,JAYANAGARA 3RD BLOCK,OPPOSITE OF ORIENTAL INSUARENCE",12.9361068271,77.5839236286,"[77.5849452149,12.9374320898]"
25,"Rani Saraladevi School,JAYANAGARA 1ST BLOCK,BESIDE SATYASAI TOURS & TRAVELS",12.9374320898,77.5849452149,"[77.5848385133,12.9435617756]"
25,"Ashoka Pillar,JAYANAGARA 1ST BLOCK,OPPOSITE OF GOVT.CENTRAL PHARMACY",12.9435617756,77.5848385133,"[77.5799635984,12.944399463]"
25,"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS",12.944399463,77.5799635984,"[77.5798964898135,12.9495261854038]"
25,"Lalbagh West Gate,V.V.PURAM,BESIDE HDFC BANK",12.9495261854,77.5798964898,"[77.5798819155073,12.9536740969716]"
25,"Minarva Circle,V.V.PURAM",12.953674097,77.5798819155,"[77.5850038882,12.96354088]"
25,"Town Hall,OPPOSITE OF RANI CHANNAMMA STATUE",12.96354088,77.5850038882,"[77.5864692125,12.9685279448]"
25,"Corporation,CORPORATION,IN FRONT OF BANAPPA PARK",12.9685279448,77.5864692125,"[77.5824879762,12.972107688]"
25,"Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB",12.972107688,77.5824879762,"[77.57074,12.97736]"
25,"Majestic,Opposite to City Railway Station",12.97736,77.57074,"[77.615991,12.916211]"
25A,"BTM Layout,BTM Layout 2nd Stage,Kuvempunagara Bus Stand",12.916211,77.615991,"[77.608779,12.916535]"
25A,"Udupi Garden 16th Main,BTM Layout,Opp Axis Bank",12.916535,77.608779,"[77.6067753888095,12.9164504021527]"
25A,"BTM water Tank,BTM LAYOUT,OPPOSITE OF CORPORATION BANK",12.9164504022,77.6067753888,"[77.6043445058414,12.9164701153754]"
25A,"MICO Layout,BTM LAYOUT,IN FRONT OF METRIC STREAM",12.9164701154,77.6043445058,"[77.5950576739311,12.9175158544797]"
25A,"East End,Adjacent to Shekhar Hospital",12.9175158545,77.5950576739,"[77.5970395034122,12.9266364529931]"
25A,"Carmel Convent Jayanagara,JAYANAGARA 4TH T BLOCK,BESIDE THINK SPAN TECHNOLOGIES",12.926636453,77.5970395034,"[77.5924136515609,12.9269371964182]"
25A,"Jayanagara General Hospital,JAYANAGARA 4TH T BLOCK,RAJEEV GANDHI UNIVERSITY OF HEALTH",12.9269371964,77.5924136516,"[77.5876041867249,12.9279596029171]"
25A,"Church,JAYANAGARA 4TH T BLOCK,BESIDE POORNIMA CONVENTION",12.9279596029,77.5876041867,"[77.58420959115,12.9284826437007]"
25A,"Jayanagara 4th Block,TTMC",12.9284826437,77.5842095912,"[77.5839063618,12.9317783285]"
25A,"Jayanagara 3rd Block,JAYANAGARA 3RD BLOCK,OPPOSITE OF UTL TECHNOLOGIS",12.9317783285,77.5839063618,"[77.5839236286,12.9361068271]"
25A,"Madavan Park,JAYANAGARA 3RD BLOCK,OPPOSITE OF ORIENTAL INSUARENCE",12.9361068271,77.5839236286,"[77.5849452149,12.9374320898]"
25A,"Rani Saraladevi School,JAYANAGARA 1ST BLOCK,BESIDE SATYASAI TOURS & TRAVELS",12.9374320898,77.5849452149,"[77.5848385133,12.9435617756]"
25A,"Ashoka Pillar,JAYANAGARA 1ST BLOCK,OPPOSITE OF GOVT.CENTRAL PHARMACY",12.9435617756,77.5848385133,"[77.5799635984,12.944399463]"
25A,"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS",12.944399463,77.5799635984,"[77.5798964898135,12.9495261854038]"
25A,"Lalbagh West Gate,V.V.PURAM,BESIDE HDFC BANK",12.9495261854,77.5798964898,"[77.5798819155073,12.9536740969716]"
25A,"Minarva Circle,V.V.PURAM",12.953674097,77.5798819155,"[77.5850038882,12.96354088]"
25A,"Town Hall,OPPOSITE OF RANI CHANNAMMA STATUE",12.96354088,77.5850038882,"[77.5864692125,12.9685279448]"
25A,"Corporation,CORPORATION,IN FRONT OF BANAPPA PARK",12.9685279448,77.5864692125,"[77.5824879762,12.972107688]"
25A,"Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB",12.972107688,77.5824879762,"[77.572342,12.978062]"
25A,Kempegowda Bus Station,12.978062,77.572342,"[77.6110316254,12.9077279661]"
25B,"BTM Layout South,MADHESHWARA NAGARA,BESIDE BUS STOP",12.9077279661,77.6110316254,"[77.609999,12.913952]"
25B,BTM Layout 7th Main,12.913952,77.609999,"[77.608779,12.916535]"
25B,"Udupi Garden 16th Main,BTM Layout,Opp Axis Bank",12.916535,77.608779,"[77.6067753888095,12.9164504021527]"
25B,"BTM water Tank,BTM LAYOUT,OPPOSITE OF CORPORATION BANK",12.9164504022,77.6067753888,"[77.6043445058414,12.9164701153754]"
25B,"MICO Layout,BTM LAYOUT,IN FRONT OF METRIC STREAM",12.9164701154,77.6043445058,"[77.5950576739311,12.9175158544797]"
25B,"East End,Adjacent to Shekhar Hospital",12.9175158545,77.5950576739,"[77.5969113038296,12.9217955556828]"
25B,"Jayanagara Pump House,JAYANAGARA 9TH BLOCK,BESIDE SAINT MARY ENTERPRISES",12.9217955557,77.5969113038,"[77.5970395034122,12.9266364529931]"
